,id,track_name,artist_name,artist_pop,artist_genres,album,track_pop,valence,energy,danceability,loudness,speechiness,acousticness,instrumentalness,liveness,mode,key,tempo,duration_ms,time_signature,mood
0,1ThimNSQgoMARtEn1Qmyzg,Daltonians,Birds in Row,38,chaotic hardcore,Gris Klein,38,0.359,0.96,0.392,-4.778,0.0908,6.75e-06,0.0268,0.616,0,5,95.023,143853,4,angry
1,2QDJ3z3tndtFJJo9nJ2lcB,2022,L.S. Dunes,49,dreamo,Past Lives,48,0.417,0.962,0.325,-2.587,0.0448,1.41e-05,0.0253,0.367,0,2,178.491,270712,3,angry
2,3Nci1QnAWOCUACgs8FdPzE,ego death,foxtails,34,connecticut indie,fawn,23,0.0664,0.727,0.294,-8.262,0.0406,5.57e-05,0.253,0.588,0,6,89.93,127938,4,angry
3,4hAPiyiwGAlIKP53qfmDuN,Closet,Fleshwater,46,dreamo,We're Not Here to Be Loved,47,0.386,0.931,0.269,-3.453,0.0905,3.39e-05,0.0184,0.409,1,11,108.984,122266,4,angry
4,7unmH3frGOaKtko1tRnZGV,NYAMA,Backxwash,34,lgbtq+ hip hop,HIS HAPPINESS SHALL COME FIRST EVEN THOUGH WE ARE SUFFERING,32,0.179,0.98,0.486,-5.184,0.278,0.215,0.0,0.261,1,9,130.191,262619,4,angry
5,2HbgqptyWuPv18Jo4ODodf,Where the Heart Is,Sweet Pill,36,alternative emo,Where the Heart Is,44,0.626,0.827,0.607,-6.323,0.0448,0.000543,2.99e-05,0.184,1,2,102.55,151422,4,angry
6,2K3GVvfPSkFj5ZxjyCVmum,knots,Quadeca,59,unknown,I Didn't Mean To Haunt You,54,0.318,0.766,0.347,-11.727,0.475,0.467,0.522,0.152,1,7,78.675,251853,4,angry
7,7L77eB8vi2vpuqniEHqdzl,Let Me,Anxious,39,alternative emo,Little Green House,30,0.152,0.995,0.314,-4.836,0.234,0.000165,2.94e-05,0.71,0,11,186.301,161100,4,angry
8,3hJM1nhwJbOJu2VPWLwWsD,Big Pussy,BROCKHAMPTON,73,boy band,The Family,61,0.807,0.793,0.608,-8.326,0.399,0.435,0.0,0.439,0,11,93.707,140600,4,angry
9,28BW0WwfqqNFOnBnt2aR0l,Object Permanence,Arm's Length,42,alternative emo,"Never Before Seen, Never Again Found",42,0.327,0.92,0.464,-5.091,0.124,0.00755,6.98e-05,0.0438,1,3,141.989,229844,4,angry
10,5oVleTx3541g53tcqnmzxz,Born Yesterday,Gladie,28,5th wave emo,Don't Know What You're in Until You're Out,27,0.182,0.967,0.433,-4.963,0.0714,2.2e-05,0.0924,0.208,1,4,129.941,202307,4,angry
11,54rtoWihtd3Ky37cwygvsO,Nympheas,Birds in Row,38,chaotic hardcore,Gris Klein,36,0.0909,0.993,0.373,-4.844,0.0788,2.36e-06,0.000152,0.365,1,2,96.61,204867,4,angry
12,549yKCmUsYBbVEoULqRTdm,Antibodies,L.S. Dunes,49,dreamo,Past Lives,49,0.459,0.985,0.475,-2.777,0.05,4.14e-06,0.878,0.218,1,1,129.997,209282,4,angry
13,58elLiTAJ0Zln1xQISbUyH,ataque de nervios,foxtails,34,connecticut indie,fawn,19,0.448,0.822,0.368,-7.123,0.05,0.000344,0.00123,0.2,0,9,109.581,151647,4,angry
14,0TV4S8SieEbvL30hPu2Rjj,Low Tide,The Wonder Years,55,alternative emo,The Hum Goes on Forever,50,0.303,0.982,0.399,-2.601,0.116,7.22e-06,0.00814,0.0285,1,5,92.911,217094,4,angry
15,0nyGOyv39Sy8PwML57UwKh,A Little Change Could Go a Long Ways,City of Caterpillar,26,emo,City of Caterpillar,18,0.106,0.522,0.227,-13.015,0.0442,0.0401,0.668,0.361,0,9,82.406,578907,3,angry
16,6vAvj6cLEUFOIJQgTfJz5u,Blood,Sweet Pill,36,alternative emo,Where the Heart Is,40,0.579,0.714,0.499,-6.824,0.0399,0.00264,0.00298,0.194,0,6,176.884,139672,4,angry
17,6ddcaGF0cXlDiGw3Ui0Jjr,can't hate myself into a different shape,Brimheim,24,faroese pop,can't hate myself into a different shape,32,0.165,0.512,0.53,-10.017,0.0316,0.333,0.0616,0.0843,1,5,136.835,218626,4,angry
18,2qH4GHe610Fy5e8PTN7BRJ,Your One Way Street,Anxious,39,alternative emo,Little Green House,38,0.43,0.989,0.351,-4.607,0.137,0.000147,4.15e-05,0.352,1,2,179.105,137713,4,angry
19,1WCPaQ7zMEMwWbpuTrhM9S,WHY?,WILLOW,74,afrofuturism,<COPINGMECHANISM>,54,0.506,0.724,0.396,-12.05,0.0831,0.0476,0.0,0.136,1,4,176.287,178636,4,angry
20,62O4kLoFoWtXDIQhdrxXk5,Tough Love,Arm's Length,42,alternative emo,"Never Before Seen, Never Again Found",43,0.441,0.768,0.408,-5.506,0.0552,0.0127,1.46e-06,0.131,1,4,83.598,197777,4,angry
21,4BEfUiVBBg7XhRha9xl0s7,In love with an apparition,Pageninetynine,23,emo,Document #8,32,0.0444,0.967,0.262,-4.961,0.121,0.000426,1.51e-05,0.371,1,0,135.471,226800,4,angry
22,6IZ7Pg6C3vduV2gQsycrYS,grayout,thrown,45,metallic hardcore,grayout,58,0.373,0.985,0.41,-2.189,0.136,2.01e-05,0.00671,0.226,0,10,80.351,120155,4,angry
23,7s3Xm4YMQJRlFekWEk4LsW,Like Forever,L.S. Dunes,49,dreamo,Past Lives,47,0.35,0.977,0.408,-2.374,0.0509,1.86e-06,0.807,0.415,0,4,84.995,200474,4,angry
24,7ggUIfGX9pgq0hojkCkkKd,Mouth,Fear Before The March Of Flames,28,mathcore,The Always Open Mouth,26,0.391,0.966,0.346,-4.867,0.0467,1.33e-05,0.12,0.0793,0,5,171.037,212707,4,angry
25,1BNZMXjqqULiV0DmFU1B8S,"Good Morning, Captain",Slint,41,alternative rock,Spiderland,47,0.166,0.502,0.442,-18.18,0.0354,0.056,0.572,0.107,1,7,188.423,459333,4,angry
26,4DNydDiMCbptxZkGq0TQ0V,Enjoy,Fleshwater,46,dreamo,We're Not Here to Be Loved,45,0.193,0.92,0.283,-4.603,0.0533,2.4e-06,0.0478,0.0903,1,1,86.443,203200,4,angry
27,3wPG9wu96YlTQVo2K3YcIj,3818,Action/Adventure,36,5th wave emo,Imposter Syndrome,29,0.522,0.984,0.481,-3.02,0.135,4.88e-05,1.33e-06,0.119,1,0,92.51,185000,4,angry
28,4884XAfSfnNrBmCjG3l3NC,gazelle,foxtails,34,connecticut indie,fawn,17,0.219,0.678,0.294,-8.06,0.0316,0.0018,0.237,0.236,0,2,131.72,207423,4,angry
29,5rA8AstF7WDolN2b3mkdOO,Speechless,Anxious,39,alternative emo,Little Green House,31,0.209,0.967,0.338,-5.118,0.121,5.38e-05,0.0312,0.485,1,2,176.619,172525,4,angry
30,1u19A120wUVK66R3NE1KIs,Gameshark,Foxing,43,alternative emo,Nearer My God,26,0.515,0.831,0.298,-8.016,0.117,0.0118,4.03e-05,0.09,1,1,86.258,283093,4,angry
31,1yojYXQFvcRXZxdlxh5Gif,Formative Age,Arm's Length,42,alternative emo,"Never Before Seen, Never Again Found",40,0.433,0.871,0.567,-6.263,0.0572,0.00668,1.02e-06,0.144,1,3,95.058,232108,3,angry
32,0ByTfwoYWdom6GlQ9BIdv2,EAT ME (feat. Royal & the Serpent),Demi Lovato,79,dance pop,HOLY FVCK,66,0.357,0.881,0.48,-2.828,0.151,0.000852,0.0,0.1,0,8,106.136,180261,4,angry
33,07M8tCNuO9RZenyINtp2QB,Fuck Me (I Didn’t Know How To Say),Crawlers,51,indie pop,Fuck Me (I Didn’t Know How To Say),52,0.555,0.679,0.521,-6.093,0.0892,0.0263,0.00122,0.0911,1,8,179.346,186787,4,angry
34,0cSFnroC6jtahfxpBngw9d,Permanent Rebellion,L.S. Dunes,49,dreamo,Past Lives,52,0.292,0.984,0.394,-2.789,0.0498,5.38e-06,0.968,0.465,1,1,176.955,193976,4,angry
35,5C8kaubihmykTdZjDw0Gof,Old Fashioned,HARU NEMURI,39,japanese alternative pop,SHUNKA RYOUGEN,22,0.414,0.907,0.664,-3.967,0.0792,0.161,0.000147,0.345,1,6,120.052,202040,4,angry
36,58s4yfoJnnlH49KC4UeRxY,Angry Woman,Ashe,70,alt z,Rae,54,0.518,0.568,0.653,-7.987,0.0272,0.00322,0.00968,0.226,1,8,104.995,153003,4,angry
37,5IGmc4F70ZaHThvAlJNIAr,Prescience,Rolo Tomassi,34,chaotic hardcore,Where Myth Becomes Memory,25,0.04,0.989,0.201,-3.121,0.0978,4.34e-05,1.56e-05,0.592,1,0,180.133,294109,5,angry
38,4QMQsWv7HhGZMkQt3noga0,Inner Controller (Lucid Running Home),Cloud Rat,31,chaotic hardcore,Threshold,29,0.277,0.96,0.326,-7.225,0.129,1.47e-06,0.736,0.251,1,1,93.026,100320,4,angry
39,6xf7OFsit8T4b299VsJppU,star-crossed,foxtails,34,connecticut indie,fawn,17,0.334,0.602,0.249,-9.167,0.0318,0.0135,0.00576,0.29,1,5,73.159,290174,1,angry
40,41QBT1Al5RQ9u9UIHOuXnj,Kiss the Ladder,Fleshwater,46,dreamo,We're Not Here to Be Loved,53,0.25,0.988,0.122,-3.41,0.135,8.96e-06,0.000324,0.403,1,4,174.248,77467,4,angry
41,1xFzQ7lZeNZkaXeozVWb79,Fences,Destroy Boys,57,indie pop,Fences,54,0.258,0.991,0.377,-1.205,0.0932,0.00081,4.84e-06,0.298,0,4,122.147,238040,4,angry
42,21r4kosHuDosz3AIdXqUGk,"Valentine, Texas",Mitski,78,brooklyn indie,Laurel Hell,59,0.0386,0.368,0.161,-12.4,0.036,0.12,0.811,0.115,1,8,175.778,155016,4,angry
43,2fsYDaUa76sRjlHxqh1sdx,Translating the Name,Saosin,53,metalcore,Translating the Name,42,0.0825,0.984,0.301,-3.859,0.19,2.72e-05,0.0,0.378,0,7,160.193,206320,4,angry
44,2Svk6hoXp983eh8f95Oupd,I Don't Want It,Crawlers,51,indie pop,I Don't Want It,50,0.654,0.936,0.463,-3.557,0.145,0.000534,5.12e-05,0.362,0,5,152.022,135107,4,angry
45,69ohjiZNbPd0SjJFV0FwgU,fast forward,thrown,45,metallic hardcore,fast forward,49,0.335,0.981,0.29,-2.122,0.14,6.21e-05,0.00155,0.306,0,11,145.461,120022,4,angry
46,6m1mPWWQTiOp2Daf024oCW,all the love in the world,Architects,65,mathcore,the classic symptoms of a broken spirit,54,0.48,0.906,0.386,-2.884,0.0916,3.68e-05,0.00011,0.227,1,7,161.787,241040,4,angry
47,3UEg21H94jCc4bSMaMpMuc,Drowning The Old Hag,Fear Before The March Of Flames,28,mathcore,The Always Open Mouth,23,0.0902,0.95,0.403,-3.143,0.0443,1.95e-05,0.248,0.355,1,8,100.081,174613,4,angry
48,7fH0VGK95wUN25QN5lmP4c,<Coping Mechanism>,WILLOW,74,afrofuturism,<COPINGMECHANISM>,54,0.919,0.689,0.509,-12.277,0.0437,0.00629,0.000483,0.341,1,7,80.028,165000,4,angry
49,31o1KS0x48HWW8aJ0SuKGQ,Groan,Dazey and the Scouts,48,boston indie,Maggot,51,0.405,0.951,0.286,-4.734,0.156,0.04,0.000411,0.4,0,11,188.093,180016,4,angry
50,3kb72STxc2959ZqsTwu52i,Ain't No Rest for the Wicked,Cage The Elephant,73,modern rock,Cage The Elephant,0,0.919,0.849,0.634,-7.075,0.105,0.0438,0.0,0.363,1,0,156.004,175493,4,angry
51,4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,Disturbed,73,alternative metal,The Sickness (10th Anniversary Edition),65,0.924,0.896,0.649,-2.704,0.056,0.000319,1.19e-05,0.102,0,10,90.009,278707,4,angry
52,0hTiTU0yqthnByyZDD3bcc,A Warrior's Call,Volbeat,70,alternative metal,Beyond Hell / Above Heaven,1,0.429,0.903,0.374,-4.49,0.0825,0.00075,5.85e-06,0.244,1,10,109.118,263080,3,angry
53,3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,70,chicago hardcore,Appeal To Reason,65,0.467,0.931,0.339,-3.425,0.062,0.0015,0.000142,0.425,0,5,112.548,242280,4,angry
54,3iWlbqAaoIR7H7gyO3a6rV,Tears Don't Fall,Bullet For My Valentine,66,alternative metal,The Poison (Deluxe Version),55,0.244,0.924,0.212,-3.349,0.135,0.000729,2.23e-06,0.0831,0,7,162.128,348387,4,angry
55,0faXHILILebCGnJBPU6KJJ,The Diary of Jane - Single Version,Breaking Benjamin,70,alternative metal,Phobia (Clean Version),74,0.269,0.964,0.392,-4.441,0.0644,7.13e-05,0.0387,0.106,0,10,167.024,200547,4,angry
56,5anCkDvJ17aznvK5TED5uo,Hail to the King,Avenged Sevenfold,73,alternative metal,Hail to the King,76,0.683,0.916,0.58,-4.358,0.0387,0.000297,0.0259,0.126,0,3,118.004,305907,4,angry
57,0iPjp13sbUXgjCgHiJBxCg,My Fate,VIMIC,26,unknown,My Fate,39,0.455,0.987,0.504,-1.39,0.0682,6.85e-06,0.304,0.294,0,6,109.97,312867,4,angry
58,2YC6ET3q1F29B0V7UcPV70,Break Stuff,Limp Bizkit,72,alternative metal,Greatest Hitz,57,0.617,0.908,0.427,-5.399,0.165,0.00325,6.12e-05,0.0475,1,8,108.681,166653,4,angry
59,66Avcq6c51vcMGXLzHH5d7,Bloodfeather,Highly Suspect,60,modern alternative rock,Mister Asylum,55,0.395,0.792,0.547,-5.645,0.035,0.000383,0.000259,0.106,0,9,97.998,234093,4,angry
60,5hheGdf1cb4rK0FNiedCfK,The Devil in I,Slipknot,78,alternative metal,.5: The Gray Chapter (Special Edition),72,0.235,0.939,0.398,-2.865,0.0648,0.00591,0.000881,0.357,0,9,92.027,342821,4,angry
61,6zKF4293k44ItKWJJgrhXv,My Curse,Killswitch Engage,62,alternative metal,As Daylight Dies (Special Edition),68,0.209,0.956,0.197,-2.908,0.0663,7.61e-05,0.00992,0.261,0,10,177.018,244773,3,angry
62,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,78,alternative metal,Toxicity,83,0.287,0.934,0.417,-3.908,0.119,0.000278,0.0015,0.132,0,7,127.066,210240,4,angry
63,2NRa4W3rH4e5GKQMN5Qwyr,Hated,Beartooth,60,metalcore,Aggressive,58,0.46,0.99,0.458,-3.717,0.183,0.000285,0.000893,0.454,1,8,166.904,211430,4,angry
64,3HhaSocKwTptze7PySNZlW,Paranoia,A Day To Remember,69,metalcore,Bad Vibrations (Deluxe Edition),61,0.344,0.992,0.409,-2.803,0.108,4.82e-05,2.03e-06,0.1,0,3,149.859,200677,4,angry
65,1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,Drowning Pool,61,alternative metal,Sinner (Unlucky 13th Anniversary Deluxe Edition),56,0.542,0.919,0.615,-4.318,0.0798,0.00218,0.000607,0.113,0,4,130.919,202467,4,angry
66,59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,70,alternative metal,Rage Against The Machine - XX (20th Anniversary Special Edition),80,0.661,0.833,0.466,-4.215,0.304,0.0266,0.0,0.0327,1,7,88.785,313573,4,angry
67,5SwCwWPx2LjBEkC8DXei4Q,Nothing Left to Lose,Heaven's Basement,33,deep melodic hard rock,Filthy Empire (Explicit),39,0.182,0.958,0.319,-3.201,0.119,0.0365,0.0,0.066,0,10,104.829,224160,4,angry
68,4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,75,modern rock,The Resistance,75,0.411,0.905,0.602,-4.046,0.0775,0.000202,0.064,0.117,1,2,128.019,304840,4,angry
69,4rY7wYNEsPpa5vFw6OlXIy,New Noise,Refused,51,hardcore punk,The E.P. Compilation (TAKEN DOWN 1.3.2017 DO NOT DELIVER),0,0.385,0.763,0.68,-8.158,0.0908,0.0045,0.00462,0.106,1,9,105.902,312720,4,angry
70,0lP4HYLmvowOKdsQ7CVkuq,The Kill,Thirty Seconds To Mars,66,modern rock,A Beautiful Lie,76,0.289,0.912,0.179,-3.881,0.0791,0.0014,0.000294,0.582,0,4,182.99,231533,3,angry
71,5hQfs9spSyXUavvPe7jmgn,Looking Down the Barrel of Today,Hatebreed,57,alternative metal,The Concrete Confessional,0,0.499,0.987,0.487,-4.71,0.0812,0.000651,0.0506,0.284,1,1,180.065,161627,4,angry
72,3alR818PhuUHGV3FftmjfW,Becoming the Bull,Atreyu,59,alternative metal,Lead Sails Paper Anchor,42,0.377,0.941,0.49,-3.449,0.0741,0.000518,9.34e-06,0.124,1,1,95.009,220600,4,angry
73,2BqDbaNNOMdxKc6jfJ8O0e,Immortalized,Disturbed,73,alternative metal,Immortalized,47,0.316,0.991,0.373,-2.101,0.214,0.000157,1.29e-06,0.162,1,7,197.973,257836,3,angry
74,1uwTmwkjv7wFImfzegvdI6,She Hates Me,Puddle Of Mudd,61,alternative metal,Come Clean,0,0.607,0.746,0.575,-5.393,0.0326,0.00875,0.0,0.768,1,4,109.789,216640,4,angry
75,60fUDmIWuKhngaeBIVhqIV,Stranded,Gojira,63,alternative metal,Magma,64,0.495,0.88,0.513,-4.69,0.0309,9.59e-05,0.00614,0.0824,0,7,92.358,269533,4,angry
76,6MNtx2I1QaELzsLDaxAchs,Tear Down the Wall,Art Of Dying,46,alternative metal,Rise Up,51,0.619,0.964,0.58,-3.591,0.0417,0.000295,2.73e-05,0.325,1,2,96.009,184977,4,angry
77,2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,83,alternative metal,Meteora,83,0.243,0.863,0.496,-4.153,0.0381,0.0046,0.0,0.639,1,9,110.018,185587,4,angry
78,4qhDzoE6Ih7tab9s6aNTmY,I'm America,Cilver,28,pixie,Not The End Of The World,0,0.58,0.932,0.459,-2.251,0.0569,0.0274,3.1e-06,0.0829,1,9,166.017,222173,4,angry
79,0m5PQFyWWwclSA0T813jnU,Would You Still Be There,Of Mice & Men,59,melodic metalcore,Restoring Force,58,0.48,0.917,0.514,-3.612,0.0506,5.86e-05,7.04e-05,0.309,1,10,96.026,192507,4,angry
80,0XT70Wk9pP8JZkmJhfntuL,Two Weeks,All That Remains,57,alternative metal,Overcome,63,0.56,0.943,0.558,-4.81,0.0535,0.00191,4.38e-05,0.248,0,1,111.994,257347,4,angry
81,0gGZKCZKX3q59AxsTTp93y,The World I Used to Know,We Came As Romans,60,christian rock,We Came as Romans,38,0.527,0.824,0.392,-5.209,0.0391,0.00122,1.51e-05,0.166,1,1,169.963,195008,4,angry
82,5eek2X5459T1HoYJk2CKXv,Last Resort,Papa Roach,70,alternative metal,Infest,0,0.724,0.887,0.581,-3.659,0.0624,0.000504,0.00111,0.268,0,4,90.578,199893,4,angry
83,6WaYiQUPel70HUaCZj5eND,Scars,I Prevail,69,nu-metalcore,Lifelines,64,0.571,0.964,0.505,-3.673,0.0718,9.97e-05,2.85e-06,0.113,1,7,138.021,229773,4,angry
84,5MuWGLrqeqYEcpqWMq5M1w,I Won't Give In,Asking Alexandria,65,alternative metal,The Black,49,0.494,0.914,0.428,-3.017,0.0762,0.00594,0.0,0.309,1,2,74.989,229600,4,angry
85,4a9i7rCLfPjbS1sNamZeQN,Cryin' Like A Bitch!!,Godsmack,67,alternative metal,The Oracle (Deluxe Edition),64,0.472,0.808,0.543,-5.484,0.0407,7.19e-05,0.00336,0.114,1,10,95.19,201667,4,angry
86,6sREV6MpLHTqcOmBK5mvYF,Face to the Floor,Chevelle,62,alternative metal,Hats Off to the Bull,61,0.669,0.857,0.515,-4.582,0.0511,1.25e-05,0.0954,0.486,1,5,92.028,218560,4,angry
87,79M3Eq1q61lkeQJ1OCVEdZ,The Devil's Bleeding Crown,Volbeat,70,alternative metal,Seal The Deal & Let's Boogie,63,0.21,0.909,0.32,-4.612,0.0412,1.62e-05,0.139,0.0443,1,7,109.649,238653,3,angry
88,2axAqRd2SSKmbA6fTuoRzM,Go Down in History,Four Year Strong,51,alternative emo,Four Year Strong,46,0.243,0.985,0.505,-4.401,0.119,6.04e-05,1.02e-05,0.351,1,5,119.993,219763,4,angry
89,4adAxOF2e8Gn3bmkNiXBRH,Piece By Piece,Strata,27,alternative metal,Strata,38,0.708,0.921,0.503,-2.679,0.0755,0.00281,0.0,0.46,1,1,155.116,216987,4,angry
90,2D52zjCyqEIQa221lhw6uk,This Is War,Thirty Seconds To Mars,66,modern rock,This Is War,65,0.224,0.723,0.402,-5.26,0.0579,0.0663,2e-06,0.233,1,6,160.047,326983,4,angry
91,4COR2ZPEyUn0lsbAouRWxA,Bfg Division,Mick Gordon,60,electronic djent,Doom (Original Game Soundtrack),65,0.0383,0.722,0.284,-8.284,0.0559,0.00461,0.873,0.163,1,7,116.292,506763,3,angry
93,7J4yQt7P7XExNeljWEvt2D,Bleed,Meshuggah,55,alternative metal,Obzen,0,0.18,0.998,0.242,-5.64,0.0895,8.12e-06,0.88,0.284,0,3,114.831,442733,4,angry
94,4eJD0fJlDhCiF2a9AClQYS,If You're Happy and You Know It (Metal Version),Leo,55,comic metal,"Leo Metal, Vol. 23",0,0.73,0.938,0.568,-4.224,0.0447,0.0112,0.0014,0.355,1,0,160.013,189156,4,angry
95,4ZF3jGBNbIRd24sZ88tZPi,From The Sky,Gojira,63,alternative metal,From Mars to Sirius,0,0.0399,0.982,0.271,-2.863,0.127,1.54e-05,0.000906,0.923,1,2,115.962,348013,4,angry
96,3jagGO7eHHuaD53ibehkux,Blood and Thunder,Mastodon,58,alternative metal,Leviathan,63,0.478,0.935,0.364,-6.548,0.0724,8.58e-06,0.729,0.0317,1,2,92.717,228587,4,angry
97,68DKrU7sTyDpDA5T3dsOlk,"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",Queens of the Stone Age,68,alternative metal,Songs For The Deaf,53,0.607,0.861,0.478,-6.79,0.105,0.0191,0.0396,0.155,0,0,159.846,192573,4,angry
98,7fcfNW0XxTWlwVlftzfDOR,Walk,Pantera,67,alternative metal,Vulgar Display of Power,73,0.703,0.704,0.43,-8.008,0.0804,0.000155,0.00221,0.0933,0,1,118.242,315120,4,angry
99,0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,68,alternative rock,Ill Communication,73,0.543,0.938,0.324,-7.332,0.102,0.032,0.0321,0.0961,0,6,168.131,178440,4,angry
101,5RU50TPTgtxJLFNunUS2p5,Fucking Hostile,Pantera,67,alternative metal,Vulgar Display of Power,54,0.506,0.96,0.479,-9.551,0.0991,0.000148,4.62e-05,0.208,0,6,93.867,168600,4,angry
102,0DHIkKybRhYScZkGQU8XTL,O Fortuna from Carmina Burana - Vocal,Carl Orff,49,classical,Classical Hits,0,0.585,0.264,0.315,-17.612,0.034,0.723,0.752,0.155,0,2,138.815,155760,3,angry
103,0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,70,alternative metal,Evil Empire,74,0.572,0.919,0.412,-7.291,0.184,0.0124,0.0601,0.424,1,5,166.367,229467,4,angry
104,2VXloiQwjYDVS4K7n8JIPU,Piggy,Nine Inch Nails,65,alternative metal,The Downward Spiral,40,0.629,0.435,0.722,-14.354,0.0525,0.00895,0.397,0.142,1,9,131.87,264533,4,angry
105,3AHu2gQ8k0xkHzm4qm60zm,The Powers That B,Death Grips,58,escape room,The Powers That B,38,0.205,0.75,0.563,-3.093,0.173,0.0717,0.0,0.346,1,1,99.866,332138,4,angry
106,17ZAZ24Eyh5fKqQ06u4R3d,You Oughta Know,Alanis Morissette,66,canadian pop,The Collection (Standard Edition),53,0.473,0.861,0.641,-6.9,0.0697,0.228,0.0,0.868,1,4,105.316,249760,4,angry
107,5KDNFlHAdDJ84fhK27c35X,Judith,A Perfect Circle,61,alternative metal,Mer De Noms,66,0.304,0.894,0.366,-4.682,0.0568,3.45e-05,0.17,0.267,0,11,82.305,247267,3,angry
108,0Y2i84QWPFiFHQfEQDgHya,People = Shit,Slipknot,78,alternative metal,Iowa,68,0.145,0.996,0.462,-2.973,0.231,5.8e-05,0.00377,0.139,0,11,122.072,215600,4,angry
109,0Z2J91b2iTGLVTZC4fKgxf,Hit 'Em Up - Single Version,2Pac,79,g funk,Greatest Hits,80,0.586,0.844,0.916,-3.967,0.236,0.0394,0.0,0.0778,1,7,95.19,312627,4,angry
110,0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System Of A Down,78,alternative metal,Mezmerize,76,0.711,0.981,0.538,-2.688,0.14,0.00662,0.0,0.219,0,1,101.414,255467,4,angry
111,37mfTcSlX60JtAvAETytGs,Choke,I DONT KNOW HOW BUT THEY FOUND ME,62,alt z,Choke,70,0.583,0.85,0.516,-3.909,0.0706,0.00139,0.0,0.296,0,4,120.324,195717,4,angry
112,7wz8LNfmGZ3C0PwKW9LdDg,Battery (Remastered),Metallica,81,hard rock,Master of Puppets (Remastered Deluxe Box Set),60,0.44,0.923,0.48,-8.793,0.0682,0.000211,0.531,0.106,0,11,96.535,312360,4,angry
113,5AghVJxquUFBPOQxzEZUdM,Bad Habit,The Offspring,75,alternative metal,Smash (2008 Remaster),0,0.369,0.811,0.322,-4.198,0.0963,0.0441,0.0,0.11,1,2,147.641,223907,4,angry
114,0Cnx6PGogxIE2RnDcnoeK8,Ticks & Leeches,TOOL,69,alternative metal,Lateralus,53,0.276,0.717,0.344,-9.427,0.0639,9.38e-05,0.793,0.0663,1,9,99.073,487547,4,angry
115,1Ds58cpyJzL0YTKk02vh1C,Evisceration Plague,Cannibal Corpse,55,alternative metal,Evisceration Plague,51,0.257,0.98,0.291,-5.138,0.153,0.00127,0.091,0.102,1,1,79.792,270920,4,angry
117,6ySfvnEGsR5keLq9f3i1AU,Fucked with an Anchor,Alestorm,56,british power metal,No Grave but the Sea (Deluxe Edition),54,0.472,0.971,0.537,-3.926,0.0783,0.000505,0.0,0.117,0,10,76.964,207493,4,angry
118,7lRlq939cDG4SzWOF4VAnd,I'm Not Okay (I Promise),My Chemical Romance,77,emo,Three Cheers for Sweet Revenge,76,0.255,0.94,0.21,-3.427,0.123,0.00602,0.0,0.269,1,9,179.722,186480,4,angry
119,5cZqsjVs6MevCnAkasbEOX,Break Stuff,Limp Bizkit,72,alternative metal,Significant Other,78,0.624,0.884,0.432,-6.659,0.13,0.0127,0.000527,0.166,1,8,108.948,166707,4,angry
120,7x8dCjCr0x6x2lXKujYD34,The Pretender,Foo Fighters,77,alternative metal,"Echoes, Silence, Patience & Grace",78,0.365,0.959,0.433,-4.04,0.0431,0.000917,0.0,0.028,1,9,172.984,269373,4,angry
121,5jCp5VtcpUlHtW8Dwlx13Y,Angry Chair,Alice In Chains,70,alternative metal,Dirt (2022 Remaster),53,0.159,0.936,0.325,-6.295,0.0848,0.0419,0.0,0.0415,1,8,106.988,287800,4,angry
122,4zlGdsGD7D6qECEUOKByjF,The Reflecting God,Marilyn Manson,69,alternative metal,Antichrist Superstar,48,0.276,0.926,0.485,-7.502,0.119,0.000293,0.362,0.706,1,5,170.039,336333,4,angry
123,2LF13LC1wG5XqZ2js2yC9O,Nazi Punks Fuck Off,Dead Kennedys,55,early us punk,"Plastic Surgery Disasters/In God We Trust, Inc.",50,0.676,0.923,0.397,-4.029,0.201,0.00132,0.0,0.261,0,10,112.666,63390,3,angry
124,1MQTmpYOZ6fcMQc56Hdo7T,Sleep Now In the Fire,Rage Against The Machine,70,alternative metal,The Battle Of Los Angeles,67,0.539,0.929,0.426,-6.729,0.0701,0.00162,0.105,0.0789,1,2,127.059,205600,4,angry
125,3AwLxSqo1jOOMpNsgxqRNE,Prison Song,System Of A Down,78,alternative metal,Toxicity,68,0.354,0.974,0.493,-3.252,0.135,0.0202,8.31e-05,0.182,1,1,99.647,201160,4,angry
126,04EtBLFIxbcVt9NdYgcrpF,Redneck,Lamb of God,64,alternative metal,Sacrament,63,0.0601,0.996,0.512,-2.1,0.114,5.63e-05,0.000167,0.347,1,2,130.931,220880,4,angry
